"W1","W2","A","Y"
3,1,3,37.7988290238897
3,1,4,38.6606288894797
2,1,3,36.2824995416076
1,0,4,36.8723458414467
3,1,4,38.6733515749201
2,0,4,38.3850798712474
3,0,4,39.8669618165791
3,1,5,39.3263113004374
3,0,4,39.8649544212448
1,1,4,35.6591723418599
1,1,6,36.8807568797403
1,0,5,37.8319209022087
3,0,3,38.7030083470897
2,1,3,36.3022365840742
2,0,4,38.3528548571299
1,1,4,35.6572859279506
2,1,2,35.0694248763951
2,0,5,39.3283834247498
3,0,6,41.6774619983175
2,1,3,36.2823251066435
1,1,3,34.7765235646498
3,0,6,41.6703486130239
2,0,5,39.326321046441
1,0,4,36.8572877155721
2,1,3,36.3049128960075
1,0,3,35.6926387189162
1,1,3,34.7885309764818
2,0,5,39.3439754092978
1,0,7,39.4357827111121
3,0,2,37.1741666053319
2,0,5,39.3297765030626
3,0,6,41.6657193047035
3,0,4,39.8600407795432
1,0,6,38.6757006775101
1,1,4,35.6516677535283
3,0,3,38.7167233674543
2,0,5,39.3330933906427
1,1,3,34.7771752805003
3,0,3,38.6982729238825
2,0,4,38.3640046504355
2,1,5,37.8205074123364
1,0,4,36.8754622246015
2,0,3,37.1978325148599
1,0,5,37.8243376876727
2,1,5,37.8161978373787
1,0,4,36.8586558739695
3,0,4,39.8611617788718
2,1,4,37.1481956376598
3,0,6,41.684058753449
2,1,5,37.8330769343476
2,0,7,40.9469893220589
2,0,3,37.2150237164661
1,0,4,36.8665202847599
1,0,5,37.8360391332549
1,0,3,35.7005899083895
1,0,5,37.8318674201104
1,0,3,35.6820922117565
3,0,2,37.1912240554483
1,1,5,36.3268304873155
1,0,7,39.4492626674318
3,0,6,41.6736622059293
2,0,5,39.3279238675473
1,0,4,36.8527753906611
1,0,5,37.8186939842691
1,0,4,36.8676523108883
3,0,4,39.8550753986655
3,1,2,36.5654709900109
2,1,5,37.8226802291034
1,1,6,36.8604445790036
2,0,5,39.330987544295
3,1,2,36.5665606101128
2,0,5,39.3387993856315
1,1,5,36.3375870492489
3,0,5,40.8369199043678
1,0,5,37.8246002118591
3,0,5,40.8364705294354
1,1,3,34.7951582164216
3,0,3,38.6928035364124
1,0,4,36.8368895103044
2,1,2,35.0752083211524
1,0,3,35.7062386842025
2,0,5,39.3454274825795
3,1,5,39.3382714731433
1,0,4,36.8660627694511
1,0,5,37.8268693356652
2,0,3,37.2104414605187
1,0,3,35.6961987933114
2,1,3,36.2870536720664
3,1,2,36.5721282458639
1,0,5,37.8299818321024
2,1,3,36.2851408614648
3,1,2,36.5739695051065
1,0,6,38.6832405357304
3,0,4,39.8544031619036
1,1,3,34.7889283336779
2,0,4,38.3724481710646
2,0,2,35.6845166356117
1,1,3,34.7987131767208
2,0,3,37.1834684061432
1,0,3,35.6961927102978
1,1,5,36.3084413703321
3,0,6,41.6688502548985
3,1,2,36.5630663655651
3,0,4,39.8611313849709
2,0,3,37.2059931147045
3,1,4,38.6606176617747
3,0,3,38.6974052936242
2,0,4,38.3527709600451
1,0,2,34.1916904190451
2,1,5,37.8394538912305
1,1,5,36.3313006166463
1,1,6,36.8861350056935
3,0,4,39.8790826882694
2,0,5,39.3116609842933
1,1,6,36.8618251788504
1,0,7,39.4335407923974
1,1,6,36.8757029841713
2,0,5,39.3290864663888
1,0,4,36.8602037833017
2,0,4,38.3542631976555
1,0,6,38.6755589180439
2,0,4,38.3768577505979
2,1,4,37.1670169735545
3,0,3,38.6929061679055
1,0,5,37.8207103863204
2,0,5,39.3574089367591
3,1,3,37.7880776335419
2,0,4,38.3713129553309
2,1,4,37.1748108509927
1,0,5,37.8339361159599
3,0,4,39.8574893723293
1,0,4,36.8647397110446
2,0,5,39.3279962225066
1,1,4,35.661201835773
2,1,5,37.8339882921323
1,0,2,34.1847347805198
2,0,2,35.6580574274358
3,0,3,38.6917706862595
1,0,6,38.6813909562533
3,1,3,37.8118432667763
2,0,5,39.3333604595634
2,0,6,40.1918278614473
2,1,3,36.3055239663128
3,0,4,39.8439080514373
3,1,2,36.60014480951
3,0,3,38.6946722877814
2,0,5,39.3282737945578
3,0,5,40.8376292419848
3,1,5,39.3212768110915
3,0,3,38.6937512187876
3,1,3,37.7809248062798
2,0,4,38.3449702849325
2,0,6,40.1785451424975
1,0,4,36.8619297601607
1,0,4,36.8611903780259
1,0,5,37.8300205316128
1,0,5,37.8201186207593
2,0,4,38.3641403200622
1,1,3,34.794895659569
1,0,6,38.6775821280136
3,1,5,39.3323031102016
3,1,2,36.5749889644117
2,1,7,38.8454065259829
2,1,3,36.2924633009864
2,0,2,35.6815870462691
2,0,5,39.3231070356405
2,0,3,37.2042075944986
3,0,5,40.833572573456
1,1,5,36.3229676033169
1,0,4,36.8608746935886
1,0,6,38.6797028017605
2,1,4,37.1526275265767
2,0,4,38.3460809606544
2,0,5,39.3245640554338
3,0,4,39.8687583713377
3,1,2,36.5775081666945
3,1,3,37.7883450444927
2,0,5,39.3457434616951
1,0,3,35.6972858684354
2,0,6,40.1823614866312
3,0,4,39.8651626096415
2,1,3,36.3094491312423
2,1,3,36.3084399572723
3,0,4,39.8418733397052
2,0,3,37.175587410909
1,0,4,36.8661600605971
2,1,2,35.0970856451409
2,0,3,37.1943759282901
3,0,3,38.6904959719989
3,0,6,41.681839053386
1,0,6,38.6870814603714
1,1,3,34.7931443895756
1,0,5,37.813340085716
1,0,5,37.8318997419407
1,0,5,37.8424325307518
3,0,2,37.1501416909025
2,1,3,36.3155031768623
2,0,5,39.3170340208514
1,0,2,34.1818440151386
3,0,2,37.1850012740034
3,1,4,38.6599678671035
1,0,5,37.8301923115062
1,1,4,35.6593527183373
2,1,4,37.1548637348098
1,0,5,37.8322881704034
2,1,5,37.8236897725087
3,1,5,39.3371011050578
2,0,6,40.1738548566966
1,0,6,38.6587423509254
1,1,4,35.6657453453171
1,0,4,36.8572412826832
3,1,3,37.7862736817869
1,0,5,37.8431229131043
3,0,4,39.8720446648613
1,0,4,36.8538273489023
2,1,5,37.8261249525158
2,0,6,40.1804828857337
3,0,3,38.6996472502702
2,0,5,39.3235269532369
3,0,4,39.8674378696779
2,0,4,38.3728178535851
1,0,4,36.8513449270875
3,0,2,37.1822074056682
2,0,4,38.3481928202242
2,1,4,37.1735199572627
2,1,1,32.9904325473336
3,0,3,38.6757121536754
2,0,4,38.3646311469609
2,0,5,39.3499802485481
1,0,6,38.662332522302
2,0,5,39.3284213583931
3,1,3,37.7871768175008
2,1,4,37.1620530516622
1,1,3,34.7843141164658
3,1,3,37.7983605837566
2,1,4,37.1601646629077
2,1,6,38.3796329513464
3,1,2,36.5711134713144
3,0,4,39.8519173229772
1,0,6,38.6870867489245
1,0,5,37.8290183335817
3,0,5,40.8227179136575
3,1,2,36.5620399629525
2,0,4,38.3736192847487
1,1,4,35.6614478714611
1,0,3,35.689137914195
2,0,3,37.2011555516463
3,1,3,37.8147943651109
3,0,3,38.6897066662827
1,0,3,35.6848559593986
1,0,3,35.6959340248319
1,0,3,35.7014547305372
1,1,3,34.7938075509784
2,1,3,36.3020498788257
3,1,3,37.7984683721479
2,1,6,38.3856977388255
3,0,4,39.8648100075825
3,0,3,38.6919475381639
2,1,3,36.2992079546495
2,0,5,39.3409965797679
2,1,3,36.2952562381412
1,1,5,36.327301025409
3,1,4,38.659704242141
1,0,3,35.6958370780856
2,1,5,37.8333255709541
3,1,4,38.6668229001417
2,1,5,37.8375430621844
2,0,5,39.3432494335295
2,1,4,37.1560906578447
2,0,4,38.3581350527755
3,1,3,37.8072584866744
2,0,5,39.328993972796
1,0,6,38.6934473560807
1,0,5,37.8213712973052
3,0,3,38.6845246759699
1,0,4,36.8606714632508
1,0,3,35.7105809483445
1,0,4,36.8506956630839
1,1,2,33.5773693636627
2,0,5,39.3321364213311
1,0,6,38.6659309643422
3,0,2,37.1720074879358
3,1,4,38.6833312347258
3,1,2,36.587548911042
2,1,2,35.0912216016527
2,0,5,39.3270781097613
2,1,4,37.157669574014
1,1,5,36.3320343905741
1,0,5,37.8308125952332
3,0,4,39.8641124797272
2,1,5,37.8160281280462
2,0,5,39.3220793760414
1,0,2,34.1758973783151
3,1,4,38.6486807717262
2,0,5,39.3377145137185
1,0,4,36.8613476648749
2,1,4,37.1735582913018
2,0,6,40.1837502361299
1,0,5,37.8439294338304
3,0,4,39.8697649565041
1,1,6,36.8718324623894
3,1,4,38.6596452353874
2,1,2,35.1016362826336
1,0,5,37.8384138662162
3,0,3,38.7011639514392
2,0,4,38.3580764561706
3,0,3,38.6992839056131
1,0,6,38.6787976924548
2,0,3,37.1942084464351
2,1,4,37.1565179733601
2,0,5,39.3180527783999
1,0,4,36.8439090252717
3,1,6,39.8613859606772
3,0,5,40.824681061428
3,0,4,39.8617546492755
3,0,4,39.8617324567315
1,0,5,37.8284531381637
3,1,4,38.6599672231727
3,0,2,37.1788279974909
2,0,4,38.3642907078639
1,0,4,36.8608081633273
1,0,5,37.8217324989739
2,0,5,39.3233737674398
3,0,4,39.8583032158609
2,0,4,38.3794786433272
2,0,5,39.3249618912353
3,1,4,38.6532245337522
3,0,2,37.1860502090437
1,1,2,33.5852656341552
3,0,5,40.8259666361934
3,1,3,37.8095616408343
2,0,4,38.3573880166349
3,0,2,37.1734104247974
3,0,4,39.8484181568877
2,0,4,38.3595141744814
3,0,5,40.8072433312216
2,0,4,38.3619222564499
3,0,3,38.6957338011137
2,0,3,37.1967042402096
1,1,6,36.883794186999
2,0,7,40.9448569022205
2,0,4,38.3504461778142
2,0,4,38.3656725363993
2,0,4,38.3764025073198
3,0,6,41.6889479354579
3,1,3,37.798243671505
2,1,4,37.1394100456279
3,0,4,39.8649157796509
1,1,3,34.7961468158624
3,0,4,39.863501442197
3,1,2,36.5667359775654
2,0,5,39.3291544130205
3,1,2,36.5813315733061
2,0,6,40.1686246859951
1,0,5,37.8326050017643
2,1,3,36.2928387771445
3,0,4,39.8397163308865
3,1,1,34.5166652405422
2,0,5,39.3293544555418
2,1,4,37.1657409779367
2,0,3,37.183143398711
2,0,4,38.3567983683014
2,0,4,38.3642847513747
1,0,4,36.8704975301728
1,0,5,37.8407201923916
1,0,3,35.6917460129544
3,0,2,37.1743323137108
1,0,5,37.8123009500046
1,1,4,35.6777558291774
3,1,2,36.5754542504619
1,1,4,35.6665341584266
1,0,6,38.6664849389042
3,0,5,40.8368536957504
3,1,3,37.7874050941857
1,1,4,35.664975412046
3,1,5,39.3459485888516
2,1,2,35.0613806668574
3,0,4,39.8546945178941
1,1,2,33.5845127893918
2,0,4,38.3679669001042
2,0,3,37.2040110743165
3,1,4,38.6368634050665
1,1,5,36.3428841424649
3,1,1,34.4993542419138
3,0,3,38.7075082384379
2,0,4,38.3468551978837
2,0,6,40.1658015230147
2,0,6,40.164627633987
1,0,4,36.8368711811728
2,1,4,37.1506527259837
2,1,1,33.0031549189113
1,0,4,36.844242996666
1,0,3,35.6975689397673
1,1,4,35.6611878638639
2,0,4,38.3527437850534
1,0,7,39.4538563450075
2,1,5,37.8521743388596
1,0,3,35.6994401810739
2,0,6,40.1760572965396
1,0,6,38.6725573553059
1,1,5,36.3238813041418
3,1,3,37.7936167304346
3,1,4,38.6479330274226
2,1,2,35.0785411234332
1,0,4,36.8567987023216
1,0,5,37.8573140082463
3,0,6,41.6746091293832
3,0,5,40.8354740351315
1,0,6,38.6839467724775
2,1,4,37.1523575331176
1,0,4,36.851704788674
1,0,5,37.8391091108899
2,0,5,39.3227364984822
3,0,4,39.8610444112308
1,1,3,34.8056620888469
3,1,3,37.7821998742151
1,0,4,36.8638567680866
3,1,3,37.7868196392765
2,0,5,39.3356148525902
3,0,5,40.8365404984198
3,0,3,38.6913676403101
2,1,3,36.3085257672488
1,0,5,37.8413353820809
2,0,4,38.3619845272897
3,0,5,40.8237713456433
1,0,4,36.873516459234
2,1,5,37.8362647583879
2,1,5,37.8366446922154
3,0,5,40.8178444256819
3,0,5,40.8203192371714
1,0,4,36.8552871325098
1,1,4,35.6607713031158
3,1,3,37.8074532202622
1,1,6,36.8956353161866
2,1,1,32.994396417564
2,1,3,36.2916056598444
1,0,6,38.6786415546906
2,0,4,38.3508230249744
1,0,5,37.8247436204856
2,0,4,38.3649708546166
1,0,4,36.8603087665059
3,1,1,34.5039120279961
2,1,5,37.8362077114524
3,0,7,42.4330017840992
2,0,5,39.3418338455703
2,1,6,38.3834341980422
1,1,3,34.7923899001429
2,0,3,37.1966122514675
1,0,6,38.6760244969327
3,0,5,40.8444790407785
2,1,3,36.2910573857011
3,0,1,34.8211205553359
2,0,4,38.3376393104479
2,1,2,35.0623085959691
2,1,3,36.2970827228391
3,0,3,38.6788386295191
2,1,1,32.9968864802695
3,0,3,38.7209731355252
3,0,4,39.8573295625823
2,0,6,40.1631037494358
1,0,4,36.8550318176342
3,0,4,39.8820340940398
1,0,3,35.6930956512039
1,0,7,39.4456739305122
3,1,1,34.4823717711595
1,1,5,36.3412580098094
2,1,5,37.8302923261348
3,0,4,39.8595043180068
3,1,2,36.565420219462
3,1,3,37.780573731745
1,0,7,39.4413091834169
3,0,4,39.8626018376148
2,0,5,39.3315280908851
1,1,3,34.79590173544
3,1,5,39.3276880907049
2,0,5,39.3305960239698
1,0,6,38.6786968210425
3,1,2,36.5728108457221
1,0,3,35.7028873519593
3,0,2,37.1612209060012
1,0,5,37.8264549733248
1,1,5,36.333040029608
3,1,4,38.6598707225617
1,1,4,35.6533533790773
1,1,3,34.7965624073817
2,0,4,38.3562072594017
2,0,4,38.3669748529577
2,0,5,39.3328122112802
3,1,4,38.6579822936694
1,1,4,35.6545123728185
3,0,4,39.8533004944143
2,0,5,39.3317030366574
3,0,4,39.8391406189784
2,0,5,39.3216483925943
3,1,4,38.6549519323535
2,1,2,35.0749957322645
3,1,3,37.7871722215742
3,1,3,37.8080704674858
1,0,3,35.7110204661116
2,0,6,40.184127974978
2,0,5,39.3312278807792
2,1,5,37.8227585261167
3,1,4,38.6591919558224
1,0,4,36.869186909856
2,1,4,37.1596982996157
3,0,6,41.6803297162848
3,0,3,38.6784660678321
3,0,6,41.6657483155151
2,1,4,37.1426236634972
1,0,7,39.4316635449428
3,1,5,39.3203307725097
1,1,3,34.7977375466481
3,0,4,39.8603549405799
2,0,5,39.3190542916074
1,0,7,39.456565771243
2,0,5,39.3131360336358
2,1,4,37.1580954619247
3,0,3,38.6990711332375
1,0,6,38.6786312549551
3,0,4,39.8616896592383
2,0,3,37.1757173659887
1,1,4,35.6547162319571
1,1,2,33.5858137279192
3,0,3,38.6994020336369
3,0,7,42.4273077743006
2,0,5,39.3200282377139
2,1,4,37.1675322137891
2,0,5,39.3309616888368
3,0,3,38.6996445605102
2,0,3,37.1994811173565
3,0,5,40.8246457264651
3,0,5,40.820994934789
3,0,3,38.6888932338047
3,1,4,38.6582349465539
3,1,6,39.8651249583975
3,0,2,37.1623317927584
3,0,4,39.8748062526882
2,0,5,39.329264987693
3,0,4,39.8602579085644
2,1,2,35.0866446730551
1,0,4,36.8621164679261
1,0,6,38.6579667548623
3,1,3,37.7796592314432
1,0,3,35.7040733219962
3,0,3,38.6847215453942
2,0,3,37.1872653477825
2,1,4,37.1643287829848
3,0,4,39.8591207928946
1,0,6,38.6841269576752
1,1,5,36.3287280628916
1,0,6,38.6818865071675
1,1,7,37.3352727203264
2,0,5,39.3253469097474
3,1,3,37.7971091121364
3,0,5,40.8346874208069
1,1,4,35.675250395294
3,0,5,40.823245754023
1,0,4,36.8501962956046
3,0,4,39.880793049789
3,0,2,37.1868161074245
3,0,1,34.8068710983005
3,0,2,37.1761213455828
1,0,3,35.6964178865103
1,0,3,35.7160203113863
1,0,5,37.8327023649196
3,0,5,40.8237753387434
1,0,6,38.662995324466
2,1,5,37.8319557678522
3,0,4,39.8559845918447
2,0,3,37.1831836122383
3,0,3,38.6854561040923
2,0,1,33.2852554297834
3,1,2,36.5746656307198
2,0,6,40.1640997551876
1,0,5,37.8222595364681
3,1,2,36.5903595834538
1,0,6,38.6851802503773
2,1,5,37.8450494505811
3,0,2,37.1830382952459
3,1,4,38.6617784500293
1,0,5,37.8279960352163
1,0,7,39.4486158498669
2,0,5,39.3266021001859
3,1,4,38.6657195144949
1,0,4,36.8685482370636
3,0,3,38.705601454544
1,1,3,34.8101643392121
3,0,3,38.7048168348581
1,0,3,35.6939612142378
1,0,5,37.8403133635764
3,0,3,38.7072145343863
2,0,6,40.17941507214
1,0,6,38.6850534652073
1,0,5,37.8469775692063
1,1,4,35.6555720241713
2,1,4,37.1575447339393
2,1,5,37.8301307735278
1,0,4,36.8531034036503
3,0,5,40.826129051637
1,0,3,35.6904052577827
2,0,7,40.9403214558715
3,0,3,38.7110522061468
3,1,2,36.5971703156868
3,0,6,41.6736844629238
2,1,3,36.3078768577479
1,0,6,38.6647368904802
1,1,2,33.5712277926759
2,1,4,37.1621431038192
3,0,3,38.7081579082506
2,0,6,40.1833708756409
1,0,5,37.8349122103208
3,0,5,40.8146397432394
1,0,3,35.6834043768263
2,0,4,38.3546903797284
2,0,3,37.1981559651102
1,1,4,35.660214058978
3,0,5,40.8379457268466
2,0,6,40.1860921331702
2,1,2,35.0751232300494
3,0,5,40.8249546254442
2,0,5,39.320671344047
3,0,5,40.8287328342578
2,0,4,38.3361079520497
3,1,3,37.7855184225138
2,0,3,37.1949096872873
1,0,5,37.8235321486074
1,0,6,38.6788530897659
2,0,4,38.3586016100421
1,1,5,36.32801696263
2,0,4,38.3587324486281
3,0,5,40.8265890604371
3,1,2,36.5661318196871
3,1,4,38.6726190862442
1,1,3,34.773682736196
3,1,6,39.867202617883
3,0,2,37.1771943054117
2,1,6,38.375890532384
3,0,2,37.1605146900775
1,0,3,35.6963264236069
3,0,4,39.863734033393
3,0,5,40.8317744094532
1,0,5,37.8173632083956
3,0,5,40.8385426589804
3,0,5,40.8372969734099
2,0,5,39.3426414880682
1,0,3,35.7046642613057
3,0,2,37.208131078898
1,0,4,36.8650745844048
3,1,2,36.5735849967481
3,1,5,39.3280076599643
1,0,5,37.8294378641757
3,0,3,38.6952305858464
2,1,2,35.0675853173102
3,1,3,37.8049610919439
2,1,3,36.2929471680913
3,1,3,37.8032941087523
3,0,2,37.1951968051308
3,1,3,37.8095297354717
2,0,3,37.2153050004431
3,0,5,40.8248540223153
3,1,3,37.7942522739027
1,0,5,37.8263563753214
1,0,5,37.8348473308008
2,1,4,37.1515538341514
1,0,3,35.6776821490444
1,1,5,36.331884267987
3,1,3,37.8013679999758
1,1,5,36.3274265937306
2,1,4,37.173835881127
1,1,5,36.3394219327399
3,0,2,37.2020518552563
3,0,3,38.708722120619
1,1,3,34.8120273101394
1,1,6,36.8886012951193
2,1,4,37.164282241065
1,0,4,36.8733100684412
3,1,3,37.805305988688
2,0,6,40.1817018484311
1,1,7,37.3494752318541
3,0,4,39.8573362562429
1,0,6,38.6616733817365
1,1,5,36.3230114145497
1,1,3,34.7861080770613
3,0,4,39.8515242847672
3,0,4,39.8629346352301
3,0,2,37.1784216263605
3,0,3,38.7069758932028
3,1,3,37.7983096487176
1,0,5,37.8348898468601
2,0,6,40.1629661718712
1,1,5,36.3308454956725
3,1,2,36.5893469927221
2,0,6,40.1759708192705
2,0,3,37.2019846103781
3,0,3,38.6785168373518
1,0,6,38.6657432208638
1,0,2,34.1993413814103
2,0,7,40.9373203775949
2,0,4,38.3599063241585
2,1,3,36.2979148803869
1,0,3,35.6706239576679
3,0,1,34.8050869055217
3,0,4,39.862194250352
1,0,5,37.8250125270776
3,0,3,38.6955000311043
2,1,5,37.8251784679849
1,0,3,35.6896731062615
3,0,4,39.862203501262
3,0,4,39.8541739804756
2,0,5,39.3369821816859
1,0,5,37.8278943816988
1,0,7,39.4216433919505
1,0,2,34.1622373188219
3,1,4,38.6449587106516
1,1,2,33.5750497731526
1,1,4,35.6592597393325
2,1,2,35.0861426918905
2,1,4,37.1562545481252
2,0,6,40.1740315752763
2,0,5,39.3343033948212
1,1,4,35.6357675516292
1,0,4,36.8638985036864
2,0,4,38.3553170451765
3,0,4,39.8484435927015
1,1,5,36.328892503224
3,1,4,38.6530378234323
3,0,6,41.6740540751154
3,0,4,39.8469083564293
2,0,4,38.3592842799163
2,1,3,36.2896110780737
2,1,3,36.2938388600199
1,0,6,38.690853488461
2,1,2,35.0643944802827
3,1,2,36.5671258324193
1,0,5,37.8343937233934
1,1,2,33.5826328897657
2,1,3,36.2929366817673
2,1,3,36.3000512112382
3,0,5,40.8392195856465
3,1,2,36.5790718211701
3,0,2,37.1700310227315
3,1,5,39.3452501137865
3,0,5,40.8098888006262
2,0,4,38.3575420033783
1,1,3,34.8089119332867
1,0,1,31.799503376838
1,0,5,37.8329362477519
2,1,3,36.3017905496422
3,0,4,39.8453016911815
1,0,5,37.823933387535
2,0,4,38.3560117129903
3,0,3,38.7081498097197
3,0,4,39.861003968284
3,1,4,38.6509120426028
3,0,4,39.8472366088451
1,0,3,35.6817361472107
2,0,1,33.2930306644066
2,0,4,38.3615334664218
1,0,6,38.6712296014094
2,0,4,38.3675053363373
2,1,4,37.1522557502773
2,1,3,36.2951025537584
1,0,4,36.8701742159237
2,0,5,39.3300221011272
1,1,3,34.7908826298314
1,1,5,36.3136327145489
2,0,5,39.3101333619587
2,0,5,39.338217993255
3,1,5,39.3277843514918
3,0,4,39.8440862687141
1,0,4,36.8665123875232
1,0,4,36.850618949032
1,0,5,37.8180912778932
2,1,7,38.8375249986927
1,0,4,36.8631033881415
3,0,3,38.6954742785918
1,0,6,38.6964001924602
2,0,3,37.2034039223783
2,1,4,37.1641910774956
3,0,5,40.8219772737958
2,1,4,37.1568681955888
1,0,3,35.6831985781391
2,1,6,38.3791358441967
1,0,6,38.6629395613767
1,0,5,37.8484179649127
2,0,2,35.66516781655
1,0,5,37.8261499609719
1,0,4,36.8587828261762
2,1,3,36.3057832690624
1,0,5,37.8306782486642
3,1,2,36.5883496156007
2,0,3,37.2078689995519
1,0,5,37.8345762898157
2,0,6,40.1830489485921
3,0,4,39.8503568337411
3,0,5,40.8262384769314
2,1,5,37.8570334034599
3,1,3,37.8114238607417
3,0,2,37.189006341384
3,0,5,40.8351464155973
2,1,5,37.8328675594551
1,0,5,37.828435429181
2,0,3,37.187101493743
3,0,3,38.7017168814254
3,0,3,38.7019785990081
1,1,4,35.6496407314729
1,0,3,35.6910161611693
2,0,6,40.1937678474891
1,0,5,37.8245300362311
2,0,6,40.1800581046931
2,1,4,37.1356120148057
1,0,5,37.8238007799674
3,0,6,41.6808381024866
1,1,4,35.6660878013493
2,0,4,38.3551601786582
1,1,4,35.6478429188318
3,0,4,39.8585209334448
2,0,5,39.3302417949037
3,0,4,39.8468816133287
2,0,5,39.3382330162108
3,1,3,37.7989487578958
3,0,2,37.1817618570997
2,0,5,39.3409124717615
1,0,5,37.8294319565958
1,1,5,36.3298809243597
1,0,5,37.8387229391024
2,0,6,40.1764202813205
3,0,6,41.6869738045314
3,0,4,39.8647548389142
3,0,6,41.6697650996693
3,0,3,38.6807102231056
2,0,7,40.9494638656245
2,0,4,38.3702023500586
3,1,3,37.8033805170862
3,0,5,40.825859496874
3,1,4,38.6602410476808
3,1,4,38.6642286766975
1,0,6,38.6926498588527
1,1,5,36.3228175867794
2,0,4,38.3559237514728
3,0,3,38.6769961950649
1,0,6,38.6713127437742
1,1,4,35.6762045192739
2,0,3,37.2047052309851
2,0,4,38.362588671143
2,0,4,38.3739290781458
3,0,4,39.8653456365402
2,0,4,38.3689659825744
2,1,5,37.8321103893824
1,1,4,35.6565609902449
3,0,3,38.6930160045882
1,1,5,36.3206000176258
3,1,5,39.3170635972549
2,0,5,39.3264094027703
3,1,1,34.5030448953315
3,0,2,37.1757448724844
3,0,5,40.8226654263864
1,0,4,36.85564408374
3,1,3,37.8067289971249
3,0,3,38.6953212710534
1,0,5,37.8026631823641
3,1,4,38.6578497480095
2,0,4,38.3576142423792
3,0,5,40.8242619819988
3,0,4,39.8459746389397
3,1,3,37.7774165467593
3,0,5,40.821621747197
3,1,3,37.7977856951574
1,0,4,36.8628289044114
3,0,4,39.8597621817709
2,0,4,38.3566669183648
2,0,3,37.2112794428043
3,0,3,38.6955459026392
3,0,3,38.6950163527778
3,0,5,40.8278841860465
2,1,5,37.8238814179185
3,0,5,40.8218967396281
3,0,2,37.1788749081437
3,0,4,39.8574903849313
2,0,5,39.3129888607064
2,1,3,36.2936965609551
1,0,6,38.6712830997351
2,0,6,40.1717850239942
1,1,6,36.8659081918046
1,1,5,36.3181436169842
1,1,4,35.6359832071485
3,0,6,41.6762670515551
3,0,6,41.6681887674037
2,1,5,37.818315538709
2,0,4,38.3427081162245
3,0,5,40.8240068693523
3,0,3,38.685266015931
1,0,6,38.6755508050732
2,0,5,39.3218057601284
3,0,2,37.1646332320259
1,1,4,35.6771490040473
2,0,4,38.3532995826532
3,0,4,39.853070272153
3,0,4,39.8596250742475
3,1,4,38.6466684962634
3,0,5,40.8380476130893
2,0,5,39.3136605064264
2,1,2,35.0710735975791
1,0,3,35.6901666099027
2,1,5,37.8483825939917
1,0,4,36.8538302736142
3,0,3,38.7119025269761
2,0,4,38.376133876764
2,0,3,37.1874116694328
1,0,3,35.7111500809517
2,0,3,37.1923065147077
3,0,4,39.8667339308833
1,1,4,35.6816838071317
3,1,5,39.3293968535495
3,1,3,37.7976986911623
3,1,4,38.6710858096553
3,1,3,37.7926216130515
3,0,3,38.6922309146937
1,0,4,36.8427270040071
3,0,5,40.8039396335811
3,1,1,34.5137332830923
1,1,5,36.3389079784389
3,0,3,38.7145585246828
1,1,4,35.6451805926587
1,0,6,38.6653183426836
3,0,3,38.7098359205381
3,1,3,37.8037349861817
3,0,4,39.8580680389249
3,0,2,37.1815346505543
2,0,2,35.6776899038452
3,0,3,38.6937632381403
1,0,3,35.6780856032756
3,0,3,38.6979337410209
3,1,2,36.5672664844526
2,0,5,39.311291420709
1,1,4,35.6513117969917
1,1,5,36.3326503987216
1,0,6,38.6895822825246
2,1,4,37.1831384132703
2,1,3,36.293221579221
3,1,2,36.5827642922217
2,0,5,39.3266715624538
3,0,5,40.8347983710147
3,0,4,39.8573347452903
2,0,5,39.33109070361
3,1,4,38.6541805851596
2,0,4,38.3384237088018
1,0,4,36.8456993606529
3,0,4,39.8558897525765
2,1,2,35.071868417326
1,0,7,39.4402869123973
3,0,2,37.1910562049829
2,0,7,40.9432754548735
1,0,4,36.8714704010155
2,1,3,36.2981318182433
1,1,2,33.5888304988171
3,0,6,41.6869926019187
2,1,4,37.1577470784538
1,0,4,36.8299381071778
1,1,3,34.8017325693474
2,0,3,37.1901977525523
3,0,5,40.8222079139401
3,1,3,37.803610642365
2,0,4,38.3563607627369
3,1,1,34.5132244909708
2,1,3,36.285130868995
1,0,4,36.8556644536718
3,0,6,41.6598767727902
2,1,2,35.0770359898116
3,0,4,39.8566100214602
2,1,2,35.0880020794186
1,0,4,36.8581570901087
3,0,3,38.6864567957602
3,0,5,40.8116358806506
2,1,5,37.8230534172697
2,0,6,40.1887691124906
3,1,2,36.5761328331563
1,1,6,36.879134630318
2,1,2,35.0831671077118
2,0,4,38.344362360191
3,0,3,38.7119065330311
3,1,1,34.4968757972795
3,1,3,37.8050629948237
3,0,5,40.8255270860852
1,0,7,39.4383559315343
1,0,4,36.8744952124494
3,1,4,38.672047884388
1,0,4,36.8758032306839
3,1,3,37.8015528002709
2,1,4,37.1765750297141
1,1,4,35.6526211011183
1,0,4,36.8551051854285
3,0,4,39.8650368430842
1,1,4,35.6678155395941
3,1,2,36.5763027739114
2,0,5,39.3225612160365
1,0,5,37.8389032908539
3,0,2,37.1761505998912
3,0,5,40.8178599153833
3,1,5,39.3496737064349
1,0,3,35.6930155602809
1,1,3,34.7836246948884
1,0,4,36.8557932131196
3,0,4,39.8487165612041
3,0,3,38.7118399188981
